@relation mushroom.training5

@attribute cap-shape {b,c,f,k,s,x}
@attribute cap-surface {f,g,s,y}
@attribute cap-color {b,c,e,g,n,p,r,u,w,y}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-attachment {a,d,f,n}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-shape {e,t}
@attribute stalk-root {b,c,e,r,u,z}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute veil-type {p,u}
@attribute veil-color {n,o,w,y}
@attribute ring-number {n,o,t}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute class {genuine,impostor}

@data
x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,genuine
f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,genuine
f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,genuine
f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,genuine
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,genuine
x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,genuine
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,genuine
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,genuine
x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,genuine
x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,genuine
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,genuine
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,genuine
f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,genuine
f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,genuine
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,genuine
x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,genuine
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,genuine
f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,genuine
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,genuine
x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,genuine
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,genuine
f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,genuine
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,genuine
x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,genuine
f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,genuine
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,genuine
f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,genuine
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,genuine
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,genuine
x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,genuine
x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,genuine
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,genuine
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,genuine
f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,genuine
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,genuine
x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,genuine
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,genuine
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,genuine
x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,genuine
f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,genuine
f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,genuine
x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,genuine
x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,genuine
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,genuine
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,genuine
x,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,genuine
f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,genuine
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,genuine
f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,genuine
x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,genuine
f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,genuine
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,genuine
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,genuine
x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,genuine
f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,genuine
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,genuine
x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,genuine
f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,genuine
f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,genuine
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,genuine
x,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,genuine
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,genuine
x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,genuine
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,genuine
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,genuine
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,genuine
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,genuine
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,genuine
f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,genuine
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,genuine
x,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,genuine
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,genuine
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,genuine
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,genuine
x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,genuine
f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,genuine
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,genuine
f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,genuine
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,genuine
f,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,genuine
